,0,1,2,w
638,0,44,0,171000.0
639,0,44,0,171000.0
640,0,44,0,171000.0
641,0,44,0,171000.0
642,0,44,0,171000.0
643,0,44,0,171000.0
644,0,44,0,171000.0
645,0,44,0,171000.0
646,0,44,0,171000.0
647,0,44,0,171000.0
648,0,44,0,171000.0
649,0,44,0,171000.0
650,0,44,0,171000.0
651,0,44,0,171000.0
652,0,44,0,171000.0
653,0,40,0,171000.0
654,0,40,0,171000.0
655,0,40,0,171000.0
656,0,40,0,171000.0
657,0,40,0,171000.0
658,0,40,0,171000.0
659,0,40,0,171000.0
660,0,44,0,171000.0
661,0,40,0,171000.0
662,0,40,0,171000.0
663,0,40,0,171000.0
664,0,40,0,171000.0
665,0,40,0,171000.0
666,0,40,0,171000.0
667,0,40,0,171000.0
668,0,40,0,171000.0
669,0,40,0,171000.0
670,0,40,0,171000.0
671,0,40,0,171000.0
672,0,40,0,171000.0
673,0,40,0,171000.0
674,0,40,0,171000.0
675,0,40,0,171000.0
676,0,40,0,171000.0
677,0,40,0,171000.0
678,0,40,0,171000.0
679,0,40,0,171000.0
680,0,40,0,171000.0
681,0,40,0,171000.0
682,0,40,0,171000.0
683,0,40,0,171000.0
684,0,40,0,171000.0
685,0,40,0,171000.0
686,0,40,0,171000.0
687,0,40,0,171000.0
688,0,44,0,171000.0
689,0,44,0,171000.0
690,0,44,0,171000.0
691,0,44,0,171000.0
692,0,44,0,171000.0
693,0,44,0,171000.0
694,0,48,0,171000.0
695,0,44,0,171000.0
696,0,48,0,171000.0
697,0,44,0,171000.0
698,0,48,0,171000.0
699,0,44,0,171000.0
700,0,44,0,171000.0
701,0,44,0,171000.0
702,0,44,0,171000.0
703,0,44,0,171000.0
704,0,44,0,171000.0
705,0,44,0,171000.0
706,0,48,0,171000.0
707,0,48,0,171000.0
708,0,48,0,171000.0
709,0,48,0,171000.0
710,0,48,0,171000.0
711,0,48,0,171000.0
712,0,48,0,171000.0
713,0,48,0,171000.0
714,0,44,0,171000.0
715,0,44,0,171000.0
716,0,44,0,171000.0
717,0,44,0,171000.0
718,0,44,0,171000.0
719,0,44,0,171000.0
720,0,44,0,171000.0
721,0,48,0,171000.0
722,0,44,0,171000.0
723,0,48,0,171000.0
724,0,48,0,171000.0
725,0,48,0,171000.0
726,0,48,0,171000.0
727,0,48,0,171000.0
728,0,48,0,171000.0
729,0,48,0,171000.0
730,0,48,0,171000.0
731,0,48,0,171000.0
732,0,48,0,171000.0
733,0,48,0,171000.0
734,0,48,0,171000.0
735,0,48,0,171000.0
736,0,48,0,171000.0
737,0,48,0,171000.0
738,0,48,0,171000.0
739,0,48,0,171000.0
740,0,48,0,171000.0
741,0,48,0,171000.0
742,0,48,0,171000.0
743,0,48,0,171000.0
744,0,48,0,171000.0
745,0,48,0,171000.0
746,0,44,0,171000.0
747,0,44,0,171000.0
748,0,44,0,171000.0
749,0,44,0,171000.0
750,0,44,0,171000.0
751,0,44,0,171000.0
752,0,44,0,171000.0
753,0,44,0,171000.0
754,0,44,0,171000.0
755,0,44,0,171000.0
756,0,44,0,171000.0
757,0,44,0,171000.0
758,0,44,0,171000.0
759,0,44,0,171000.0
760,0,44,0,171000.0
761,0,44,0,171000.0
762,0,44,0,171000.0
763,0,44,0,171000.0
764,0,44,0,171000.0
765,0,44,0,171000.0
766,0,44,0,171000.0
767,0,44,0,171000.0
768,0,44,0,171000.0
769,0,44,0,171000.0
770,0,44,0,171000.0
771,0,44,0,171000.0
772,0,44,0,171000.0
773,0,44,0,171000.0
774,0,44,0,171000.0
775,0,44,0,171000.0
776,0,44,0,171000.0
777,0,44,0,171000.0
778,0,44,0,171000.0
779,0,48,0,171000.0
780,0,48,0,171000.0
781,0,45,0,171000.0
782,0,48,0,171000.0
783,0,48,0,171000.0
784,0,48,0,171000.0
785,0,48,0,171000.0
786,0,48,0,171000.0
787,0,48,0,171000.0
788,0,45,0,171000.0
789,0,45,0,171000.0
790,0,48,0,171000.0
791,0,45,0,171000.0
792,0,48,0,171000.0
793,0,45,0,171000.0
794,0,45,0,171000.0
795,0,45,0,171000.0
796,0,48,0,171000.0
797,0,48,0,171000.0
798,0,48,0,171000.0
799,0,48,0,171000.0
800,0,45,0,171000.0
801,0,48,0,171000.0
802,0,45,0,171000.0
803,0,45,0,171000.0
804,0,45,0,171000.0
805,0,48,0,171000.0
806,0,48,0,171000.0
807,0,48,0,171000.0
808,0,48,0,171000.0
809,0,48,0,171000.0
810,0,48,0,171000.0
811,0,48,0,171000.0
812,0,48,0,171000.0
813,0,48,0,171000.0
814,0,48,0,171000.0
815,0,48,0,171000.0
816,0,45,0,171000.0
817,0,45,0,171000.0
818,0,45,0,171000.0
819,0,45,0,171000.0
820,0,45,0,171000.0
821,0,45,0,171000.0
822,0,45,0,171000.0
823,0,45,0,171000.0
824,0,45,0,171000.0
825,0,45,0,171000.0
826,0,45,0,171000.0
827,0,45,0,171000.0
828,0,45,0,171000.0
829,0,48,0,171000.0
830,0,48,0,171000.0
831,0,48,0,171000.0
832,0,48,0,171000.0
833,0,46,0,171000.0
834,0,48,0,171000.0
835,0,46,0,171000.0
836,0,48,0,171000.0
837,0,46,0,171000.0
838,0,48,0,171000.0
839,0,46,0,171000.0
840,0,48,0,171000.0
841,0,48,0,171000.0
842,0,46,0,171000.0
843,0,48,0,171000.0
844,0,46,0,171000.0
845,0,48,0,171000.0
846,0,48,0,171000.0
847,0,48,0,171000.0
848,0,48,0,171000.0
849,0,46,0,171000.0
850,0,46,0,171000.0
851,0,46,0,171000.0
852,0,46,0,171000.0
853,0,48,0,171000.0
854,0,48,0,171000.0
855,0,47,0,171000.0
856,0,48,0,171000.0
857,0,47,0,171000.0
858,0,48,0,171000.0
859,0,47,0,171000.0
860,0,48,0,171000.0
861,0,48,0,171000.0
862,0,47,0,171000.0
863,0,48,0,171000.0
864,0,48,0,171000.0
865,0,48,0,171000.0
866,0,46,0,171000.0
867,0,48,0,171000.0
868,0,46,0,171000.0
869,0,48,0,171000.0
870,0,46,0,171000.0
871,0,48,0,171000.0
872,0,46,0,171000.0
873,0,48,0,171000.0
874,0,48,0,171000.0
875,0,46,0,171000.0
876,0,48,0,171000.0
877,0,46,0,171000.0
878,0,48,0,171000.0
879,0,48,0,171000.0
880,0,48,0,171000.0
881,0,48,0,171000.0
882,0,46,0,171000.0
883,0,46,0,171000.0
884,0,46,0,171000.0
885,0,46,0,171000.0
886,0,48,0,171000.0
887,0,48,0,171000.0
888,0,47,0,171000.0
889,0,48,0,171000.0
890,0,47,0,171000.0
891,0,48,0,171000.0
892,0,47,0,171000.0
893,0,48,0,171000.0
894,0,48,0,171000.0
895,0,47,0,171000.0
896,0,48,0,171000.0
897,0,48,0,171000.0
898,0,48,0,171000.0
899,0,47,0,171000.0
900,0,48,0,171000.0
901,0,47,0,171000.0
902,0,48,0,171000.0
903,0,47,0,171000.0
904,0,48,0,171000.0
905,0,48,0,171000.0
906,0,47,0,171000.0
907,0,48,0,171000.0
908,0,48,0,171000.0
909,0,48,0,171000.0
910,0,48,0,171000.0
911,0,48,0,171000.0
912,0,48,0,171000.0
913,0,45,0,166250.0
914,12,32,0,165816.0
915,24,24,0,164052.0
916,0,0,32,161700.0
917,0,45,0,160312.5
918,0,45,0,160312.5
919,0,45,0,160312.5
920,0,45,0,160312.5
921,0,45,0,160312.5
922,0,45,0,160312.5
923,0,45,0,160312.5
924,0,45,0,160312.5
925,0,45,0,160312.5
926,0,45,0,160312.5
927,0,45,0,160312.5
928,0,45,0,160312.5
929,0,45,0,160312.5
930,0,45,0,160312.5
931,0,45,0,160312.5
932,0,45,0,160312.5
933,0,45,0,160312.5
934,0,45,0,160312.5
935,0,45,0,160312.5
936,0,45,0,160312.5
937,0,45,0,160312.5
938,0,45,0,160312.5
939,0,45,0,160312.5
940,0,45,0,160312.5
941,0,45,0,160312.5
942,0,45,0,160312.5
943,0,45,0,160312.5
944,0,45,0,160312.5
945,0,45,0,160312.5
946,0,45,0,160312.5
947,0,45,0,160312.5
948,0,45,0,160312.5
949,0,45,0,160312.5
950,0,45,0,160312.5
951,0,45,0,160312.5
952,0,45,0,160312.5
953,0,45,0,160312.5
954,0,45,0,160312.5
955,0,45,0,160312.5
956,0,45,0,160312.5
957,0,45,0,160312.5
958,0,45,0,160312.5
959,0,45,0,160312.5
960,0,45,0,160312.5
961,0,45,0,160312.5
962,0,45,0,160312.5
963,0,45,0,160312.5
964,0,45,0,160312.5
965,0,45,0,160312.5
966,0,45,0,160312.5
967,0,45,0,160312.5
968,0,45,0,160312.5
969,0,45,0,160312.5
970,0,45,0,160312.5
971,0,45,0,160312.5
972,0,45,0,160312.5
973,0,45,0,160312.5
974,0,45,0,160312.5
975,0,45,0,160312.5
976,0,45,0,160312.5
977,0,45,0,160312.5
978,0,45,0,160312.5
979,0,45,0,160312.5
980,0,45,0,160312.5
981,0,45,0,160312.5
982,0,45,0,160312.5
983,0,45,0,160312.5
984,0,45,0,160312.5
985,0,45,0,160312.5
986,0,45,0,160312.5
987,0,45,0,160312.5
988,0,45,0,160312.5
989,0,45,0,160312.5
990,0,45,0,160312.5
991,0,45,0,160312.5
992,0,45,0,160312.5
993,0,45,0,160312.5
994,0,45,0,160312.5
995,0,45,0,160312.5
996,0,45,0,160312.5
997,0,45,0,160312.5
998,0,45,0,160312.5
999,0,45,0,160312.5
1000,0,45,0,160312.5
1001,0,45,0,160312.5
1002,0,45,0,160312.5
1003,0,45,0,160312.5
1004,0,45,0,160312.5
1005,0,45,0,160312.5
1006,0,45,0,160312.5
1007,0,45,0,160312.5
1008,0,45,0,160312.5
1009,0,45,0,160312.5
1010,0,45,0,160312.5
1011,0,45,0,160312.5
1012,0,45,0,160312.5
1013,0,45,0,160312.5
1014,0,45,0,160312.5
1015,0,45,0,160312.5
1016,0,45,0,160312.5
1017,0,45,0,160312.5
1018,0,45,0,160312.5
1019,0,40,0,159600.0
1020,18,0,16,158760.0
1021,18,0,16,158760.0
1022,0,42,0,156750.0
1023,0,40,0,156750.0
1024,27,0,12,154791.0
1025,27,0,12,154791.0
1026,0,40,0,154375.0
1027,0,40,0,152000.0
1028,0,0,30,151593.75
1029,0,0,30,151593.75
1030,0,36,0,148200.0
1031,0,40,0,148200.0
1032,12,0,18,142884.0
1033,12,0,18,142884.0
1034,0,35,0,142500.0
1035,0,35,0,142500.0
1036,0,35,0,142500.0
1037,0,35,0,142500.0
1038,0,35,0,142500.0
1039,0,35,0,142500.0
1040,0,35,0,142500.0
1041,0,35,0,142500.0
1042,0,35,0,142500.0
1043,0,35,0,142500.0
1044,0,35,0,142500.0
1045,0,35,0,142500.0
1046,0,35,0,142500.0
1047,0,35,0,142500.0
1048,0,35,0,142500.0
1049,0,35,0,142500.0
1050,0,35,0,142500.0
1051,0,35,0,142500.0
1052,0,35,0,142500.0
1053,0,35,0,142500.0
1054,0,35,0,142500.0
1055,0,35,0,142500.0
1056,0,35,0,142500.0
1057,0,35,0,142500.0
1058,0,35,0,142500.0
1059,0,35,0,142500.0
1060,0,35,0,142500.0
1061,0,35,0,142500.0
1062,0,35,0,142500.0
1063,0,35,0,142500.0
1064,0,35,0,142500.0
1065,0,35,0,142500.0
1066,0,35,0,142500.0
1067,0,35,0,142500.0
1068,0,35,0,142500.0
